,0#bad data
,256,506,36
,256,510,35
,256,511,33
,256,512,36
,256,510,37
,255,510,35
,256,510,37
,256,511,34
,256,511,35
,256,514,34
,256,514,38
,256,515,36
,256,515,36
,256,515,36
,256,515,37
,256,515,35
,256,515,33
,257,494,37
,256,495,37
,256,495,34
,256,493,35
,256,493,36
,256,493,36
,256,492,36
,256,492,36
,257,492,37
,255,491,35
,256,492,36
,256,491,35
,256,492,37
,256,492,36
,256,491,35
,256,492,35
,256,491,36
,255,492,36
,256,492,35
,255,491,36
,256,492,36
,256,492,37
,255,492,36
,256,492,36
,256,492,37
,255,491,35
,256,491,35
,255,491,36
,256,492,33
,256,491,36
,256,496,35
,256,497,36
,257,495,35
,257,496,35
,257,496,34
,256,496,35
,256,498,35
,256,498,36
,255,502,36
,256,502,35
,256,509,34
,256,510,36
,256,510,35
,256,512,36
,256,514,36
,256,514,36
,255,510,37
,256,510,33
,257,507,35
,256,506,37
,257,506,36
,255,507,35
,256,507,35
,255,507,35
,256,507,34
,257,509,37
,256,512,35
,256,515,34
,256,515,36
,256,512,35
,256,511,37
,256,511,36
,256,511,36
,264,514,34
,256,511,37
,256,511,35
,256,512,35
,256,511,35
,255,511,37
,256,512,36
,255,515,36
,256,515,35
,256,515,37
,256,515,36
,256,514,37
,256,509,34
,256,510,35
,255,510,37
,256,509,36
,256,509,34
,256,509,35
,256,510,36
,256,509,35
,257,510,36
,256,510,38
,256,510,34
,255,509,35
,256,510,35
,256,509,36
,256,509,36
,256,509,36
,257,509,35
,256,510,36
,256,510,38
,255,510,32
,255,510,38
,256,511,34
,256,523,35
,257,524,35
,256,523,35
,256,525,36
,256,524,35
,256,524,38
,255,523,31
,256,525,37
,256,527,37
,257,527,35
,255,530,34
,256,535,36
,256,532,35
,256,531,38
,256,531,35
,256,532,35
,256,532,35
,256,532,34
,256,525,35
,256,525,35
,256,525,34
,256,523,33
,256,523,36
,256,523,38
,256,525,37
,256,525,34
,256,531,35
,257,532,34
,256,533,36
,255,537,36
,256,537,36
,256,537,37
,255,537,35
,256,537,36
,256,531,37
,256,531,37
,256,532,34
,256,535,34
,256,535,37
,256,535,35
,256,537,36
,256,538,73
,256,538,35
,256,539,36
,256,538,36
,256,539,37
,256,539,37
,256,540,35
,257,540,33
,256,542,35
,256,543,35
,256,544,38
,256,547,34
,256,547,37
,256,547,35
,256,554,36
,256,554,35
,256,558,36
,256,559,36
,257,559,35
,256,563,36
,256,563,35
,256,563,35
,256,564,36
,255,565,34
,256,564,37
,256,564,36
,256,565,34
,255,564,36
,256,564,36
,256,564,38
,256,564,35
,255,564,36
,257,564,36
,256,564,36
,256,564,35
,255,564,35
,255,564,36
,256,564,37
,256,564,35
,257,564,37
,257,564,35
,256,564,35
,256,565,35
,256,345,35
,256,308,36
,256,310,36
,256,173,35
,260,174,36
,257,164,38
,255,158,35
,256,159,34
,256,157,36
,256,158,36
,257,158,36
,256,158,35
,256,159,36
,257,158,35
,256,159,34
,256,159,35
,256,135,33
,256,135,37
,257,135,35
,256,130,38
,256,130,32
,257,130,37
,255,126,35
,255,128,36
,255,127,34
,256,128,36
,256,127,36
,255,127,36
,256,127,35
,255,243,36
,256,308,36
,256,308,35
,256,313,40
,256,313,33
,257,313,35
,255,312,35
,255,313,36
,256,312,37
,256,313,34
,256,313,37
,257,314,36
,256,314,36
,256,314,37
,256,157,36
,255,154,36
,256,149,35
,256,117,35
,256,119,35
,256,115,35
,255,113,35
,256,114,35
,256,113,38
,256,114,36
,256,114,35
,256,113,36
,256,113,37
,256,113,35
,256,113,35
,256,113,36
,256,112,35
,255,114,34
,256,113,38
,256,109,33
,256,110,36
,256,108,36
,256,109,36
,256,109,35
,256,109,36
,256,109,35
,257,110,38
,255,109,36
,256,109,34
,256,299,35
,257,328,35
,256,328,36
,256,328,34
,256,329,37
,256,329,36
,256,326,37
,256,326,36
,257,324,36
,256,323,35
,257,324,37
,256,323,34
,256,325,35
,256,324,35
,256,323,37
,256,324,35
,256,324,35
,256,323,38
,257,324,32
,256,323,38
,256,324,36
,256,324,37
,255,324,35
,256,324,34
,256,323,35
,256,324,35
,257,324,35
,255,453,34
,256,460,36
,256,460,37
,256,462,34
,256,462,35
,256,462,37
,255,462,37
,256,462,37
,255,462,36
,256,462,35
,256,462,35
,256,453,34
,257,453,36
,257,452,35
,256,452,39
,256,452,34
,256,452,34
,256,451,36
,256,452,36
,256,452,36
,256,452,37
,256,452,34
,256,452,34
,255,452,35
,256,451,35
,256,451,36
,256,451,37
,255,451,36
,256,452,36
,256,450,35
,256,449,36
,256,449,34
,256,450,39
,256,450,35
,256,450,34
,256,451,34
,256,451,36
,255,451,37
,256,451,35
,256,451,36
,256,451,35
,257,452,37
,257,451,36
,255,451,32
,257,451,37
,256,451,36
,256,450,36
,256,451,36
,256,456,36
,256,457,35
,256,457,34
,256,455,35
,265,457,35
,256,456,36
,256,452,36
,256,452,36
,256,452,37
,256,453,35
,256,453,36
