,260,252,41
,260,252,35
,260,252,36
,260,252,35
,260,253,33
,261,252,35
,261,252,36
,260,252,36
,261,253,35
,260,253,34
,260,253,37
,260,253,37
,260,253,35
,261,253,35
,261,253,34
,260,252,36
,261,253,36
,260,253,36
,260,252,36
,261,253,36
,260,253,36
,260,252,36
,261,253,36
,260,252,36
,262,256,34
,260,253,37
,260,253,35
,261,253,35
,260,252,36
,261,253,35
,261,253,35
,260,252,34
,261,253,35
,260,253,34
,260,252,37
,260,255,36
,260,252,35
,264,253,36
,261,253,34
,260,253,37
,261,253,36
,260,253,35
,260,253,34
,260,253,36
,260,253,37
,271,253,35
,261,252,35
,260,253,37
,260,252,37
,260,253,36
,260,252,33
,261,253,36
,260,253,34
,260,253,35
,260,253,37
,260,253,35
,260,253,36
,260,252,37
,260,253,36
,261,252,34
,260,253,34
,260,253,35
,261,253,35
,260,253,34
,260,253,35
,260,253,37
,260,253,35
,261,253,36
,260,253,39
,260,253,35
,260,253,33
,260,253,37
,260,253,36
,260,255,35
,260,252,33
,260,253,35
,260,253,36
,260,253,36
,260,253,36
,260,252,35
,260,253,35
,261,253,37
,260,252,36
,261,252,37
,260,253,36
,260,252,35
,261,252,36
,260,253,34
,260,253,36
,261,253,35
,260,253,35
,260,253,37
,260,253,36
,260,253,36
,261,255,36
,260,253,36
,261,252,34
,261,253,35
,260,253,34
,261,253,35
,260,253,35
,259,253,37
,261,253,36
,259,253,36
,260,253,34
,261,253,36
,260,252,35
,262,253,37
,260,253,34
,260,252,36
,260,253,35
,260,253,35
,261,253,36
,261,252,34
,260,253,34
,261,259,36
,260,253,34
,260,253,35
,261,253,36
,260,253,36
,270,253,35
,260,253,36
,260,253,36
,261,253,35
,260,253,35
,260,252,36
,260,253,36
,260,253,37
,280,255,35
,260,253,36
,260,253,37
,260,253,36
,260,253,34
,260,252,35
,261,253,34
,260,253,35
,260,253,36
,261,253,36
,260,252,36
,260,252,35
,260,253,36
,260,253,37
,261,253,34
,260,253,35
,260,253,34
,261,253,35
,260,253,36
,260,253,35
,260,253,36
,261,253,35
,262,253,37
,260,253,36
,260,253,34
,261,253,37
,149,253,36
,145,253,35
,145,252,35
,132,253,33
,135,253,36
,131,253,37
,130,253,36
,131,252,33
,130,253,34
,130,253,36
,131,253,37
,130,253,37
,132,253,34
,130,253,35
,130,253,36
,130,253,35
,130,253,36
,130,253,35
,131,253,35
,130,252,37
,131,253,36
,130,253,36
,130,252,35
,130,255,36
,178,253,35
,178,253,36
,178,253,35
,178,253,33
,178,253,37
,178,253,36
,178,252,36
,179,255,36
,175,252,35
,176,253,36
,177,255,37
,175,253,35
,177,253,35
,234,253,35
,259,252,35
,260,253,35
,259,253,35
,260,252,33
,260,255,35
,260,253,36
,261,253,36
,260,253,35
,260,253,37
,260,253,35
,260,252,36
,261,253,36
,261,253,35
,260,252,34
,264,255,34
,260,252,36
,260,252,35
,261,253,37
,260,252,35
,262,253,36
,261,253,36
,260,253,36
,260,253,36
,260,253,35
,260,253,35
,260,253,36
,260,253,35
,266,253,36
,260,253,34
,260,253,34
,260,252,36
,260,253,36
,260,253,37
,260,253,34
,260,255,35
,277,255,36
,260,255,36
,260,255,36
,260,253,35
,260,253,35
,260,255,36
,260,255,36
,260,255,35
,260,253,34
,261,255,36
,260,253,36
,261,255,36
,260,255,36
,260,255,36
,260,255,37
,260,255,34
,260,255,35
,262,255,35
,260,255,34
,260,255,36
,260,255,36
,260,253,35
,261,255,36
,260,255,34
,260,253,40
,261,255,33
,260,253,35
,260,252,36
,260,253,35
,260,252,35
,260,253,37
,260,253,34
,260,252,34
,260,253,36
,260,253,35
,260,255,35
,260,255,37
,260,255,35
,260,255,36
,260,255,36
,260,255,34
,260,255,36
,260,253,35
,260,253,36
,261,253,35
,260,253,35
,261,253,34
,260,253,35
,260,253,35
,261,253,33
,261,253,36
,261,253,37
,262,253,34
,260,253,34
,261,253,37
,260,253,35
,260,253,33
,261,252,37
,260,253,35
,261,253,36
,261,253,36
,261,252,37
,261,253,34
,261,253,36
,261,253,36
,262,253,36
,260,253,36
,261,253,35
,261,252,35
,260,252,36
,262,253,34
,260,255,37
,261,253,35
,262,255,36
,111,253,36
,111,253,34
,111,253,35
,109,253,36
,111,253,35
,110,255,40
,110,253,34
,110,253,36
,111,252,35
,113,253,34
,112,253,37
,111,253,35
,112,260,35
,111,255,36
,111,253,36
,112,253,37
,111,253,36
,112,253,35
,112,253,36
,110,253,37
,111,253,34
,110,253,37
,110,253,34
,112,253,35
,255,253,39
,265,255,33
,260,253,35
,260,253,37
,260,253,34
,260,253,36
,260,253,37
,260,253,37
,260,252,35
,270,253,34
,261,253,34
,260,252,36
,260,253,37
,260,253,35
,260,253,37
,261,253,37
,260,253,36
,260,253,36
,261,255,37
,260,253,35
,261,253,35
,260,253,35
,260,253,35
,260,253,34
,259,252,35
,260,253,35
,261,253,36
,260,252,37
,260,253,35
,260,253,35
,260,252,35
,261,253,34
,260,253,33
,260,255,35
,260,255,36
,260,255,36
,260,253,37
,261,253,36
,260,253,35
,260,255,36
,260,255,36
,260,255,36
,260,255,33
,260,253,36
,261,255,34
,261,255,36
,260,252,37
,260,253,35
,260,253,36
,260,253,36
,260,253,36
,260,253,35
,260,253,36
,260,255,34
,260,253,37
,261,253,34
,260,253,34
,260,253,37
,261,255,34
,260,253,36
,261,253,36
,260,253,36
,260,252,35
,261,253,35
,260,252,39
,260,253,35
,261,253,34
,260,253,35
,260,255,36
,260,253,34
,260,253,35
,261,252,38
,260,255,34